name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar)
Illusion Barcelona,Discoteca,Barcelona,"Carrer de Provença, 43, L'Eixample, 08029 Barcelona",illusionbarcelona.com,Mandarinalalatina@gmail.com.,682277321,3.7,811,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:30–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Amigable con la comunidad LGTBI+
Input - High Fidelity Dance Club,Club nocturno,NO_CITY,"Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona",inputbcn.com,NO_EMAIL,NO_PHONE,4.1,811,"Sesiones de DJs internacionales en una discoteca con proyectores, láseres y un sistema de sonido potente.","[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Duvet Barcelona,Discoteca,Barcelona,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",duvetbarcelona.com,NO_EMAIL,932374322,3.4,770,"Iluminación tenue, zonas VIP y cócteles en una discoteca sofisticada con sesiones de DJ y noches de salsa.","[{'day': 'viernes', 'hours': '23:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:55–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Punto BCN,Bar gay,Barcelona,"C/ de Muntaner, 65, L'Eixample, 08007 Barcelona",facebook.com,NO_EMAIL,934519152,3.9,766,"Bar gay animado y espacioso, con música, eventos, cervezas, cócteles, hora feliz y mesas de billar.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Amigable con la comunidad LGTBI+
JazzMan,Club de jazz,Barcelona,"Carrer de Roger de Flor, 238, L'Eixample, 08025 Barcelona",jazzmanbcn.com,NO_EMAIL,667618593,4.6,731,Licores y combinados en pequeño y acogedor club de jazz de 1979 con dos ambientes y altillo para los músicos.,"[{'day': 'viernes', 'hours': '21:00–3:00'}, {'day': 'sábado', 'hours': '21:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '21:00–2:30'}, {'day': 'martes', 'hours': '21:00–2:30'}, {'day': 'miércoles', 'hours': '21:00–2:30'}, {'day': 'jueves', 'hours': '21:00–2:30'}]",Menú
Monterrey,Bar,NO_CITY,"Carrer Major de Sarrià, 68, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,,NO_PHONE,4.2,712,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:30–1:00'}, {'day': 'sábado', 'hours': '7:30–2:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '7:30–1:00'}, {'day': 'martes', 'hours': '7:30–1:00'}, {'day': 'miércoles', 'hours': '7:30–1:00'}, {'day': 'jueves', 'hours': '7:30–1:00'}]",NOT_FOUND
Bar Serra,Bar,NO_CITY,"Carrer Santa Eulàlia, 100, 08902 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,3.9,708,NOT_FOUND,"[{'day': 'lunes', 'hours': '7:00–0:30'}, {'day': 'martes', 'hours': '7:00–0:30'}, {'day': 'miércoles', 'hours': '7:00–0:30'}, {'day': 'jueves', 'hours': '7:00–0:30'}, {'day': 'viernes', 'hours': '7:00–0:30'}, {'day': 'sábado', 'hours': '9:00–22:00'}, {'day': 'domingo', 'hours': '9:00–17:00'}]",NOT_FOUND
La Fira Casanova,Discoteca,Barcelona,"Carrer de Casanova, 171, Eixample, 08036 Barcelona",lafiragroup.com,oficinas@invermik.es,699544530,3.8,702,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:00'}, {'day': 'sábado', 'hours': '0:00–5:3018:00–23:00'}, {'day': 'domingo', 'hours': '0:00–5:30'}, {'day': 'lunes', 'hours': '0:00–17:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
Almo2bar,Discoteca,Barcelona,"59-61, Carrer de Bruniquer, 08024 Barcelona",grupalmodobar.com,NO_EMAIL,932199345,2.5,673,Futbolín y taburetes altos en discoteca con música actual y día dedicado al baile de swing con música en vivo.,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:00–24:00'}]",NOT_FOUND
Ballbreaker,Club de música rock,NO_CITY,"Carrer de Matilde, 7, Gràcia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.6,669,NOT_FOUND,"[{'day': 'viernes', 'hours': '19:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '19:00–2:30'}, {'day': 'martes', 'hours': '19:00–2:30'}, {'day': 'miércoles', 'hours': '19:00–2:30'}, {'day': 'jueves', 'hours': '19:00–2:30'}]",NOT_FOUND
L'Oncle Jack Music & Cocktail Bar,Bar musical,L'Hospitalet de Llobregat,"Carrer de les Roselles, 32, 08901 L'Hospitalet de Llobregat, Barcelona",mizuwaricocktailbar.es,NO_EMAIL,692123697,4.6,648,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '18:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:00'}, {'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '17:00–3:00'}, {'day': 'domingo', 'hours': '17:00–22:00'}]",NOT_FOUND
"Entre Hores - Tapas, Vermut & Cocktails",Restaurante,Barcelona,"Carrer de Verdi, 4, 6, Gràcia, 08012 Barcelona",entrehores.com,NO_EMAIL,930073784,4.5,645,Tapas españoles y cervezas artesanales en un bar pequeño y animado con una barra a pie de calle.,"[{'day': 'viernes', 'hours': '18:30–1:30'}, {'day': 'sábado', 'hours': '13:00–1:30'}, {'day': 'domingo', 'hours': '13:00–0:30'}, {'day': 'lunes', 'hours': '18:30–0:30'}, {'day': 'martes', 'hours': '18:30–0:30'}, {'day': 'miércoles', 'hours': '18:30–0:30'}, {'day': 'jueves', 'hours': '18:30–0:30'}]",Menú
Draco Premium Club,Discoteca,Barcelona,"Carrer de Ca l'Alegre de Dalt, 55, Gràcia, 08024 Barcelona",dracodisco.com,NO_EMAIL,620933417,4.4,641,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Servicios
BLACK BOX,Discoteca,Barcelona,"Carrer de la Diputació, 233, L'Eixample, 08007 Barcelona",blackboxdisco.com,NO_EMAIL,934878342,3.7,631,Remezclas de canciones de los 80 y los 90 en discoteca de ambiente mixta con paredes rojas y columnas.,"[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Servicios
Bartreze,Bar,Barcelona,"Carrer Major de Sarrià, 115, Sarrià-Sant Gervasi, 08017 Barcelona",bartreze.com,bartreze@outlook.es,932506499,4.2,625,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–2:00'}, {'day': 'sábado', 'hours': '9:00–2:00'}, {'day': 'domingo', 'hours': '9:00–1:00'}, {'day': 'lunes', 'hours': '8:00–1:00'}, {'day': 'martes', 'hours': '8:00–1:00'}, {'day': 'miércoles', 'hours': '8:00–1:00'}, {'day': 'jueves', 'hours': '8:00–2:00'}]",NOT_FOUND
Soda Acústic,Club de jazz,Barcelona,"Carrer de les Guilleries, 6, Gràcia, 08012 Barcelona",soda.cat,info@soda.cat,930165590,4.4,616,"Bar acogedor de estilo retro con conciertos de artistas locales de jazz, blues y otros géneros musicales.","[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–2:00'}, {'day': 'miércoles', 'hours': '20:00–2:00'}, {'day': 'jueves', 'hours': '20:00–2:30'}]",NOT_FOUND
Canela Dance Club,Discoteca,NO_CITY,"Carrer de Ca l'Alegre de Dalt, 55, Gràcia, 08024 Barcelona",NO_WEBSITE,,NO_PHONE,3.4,595,"Taburetes bajos, ambiente de baile e iluminación de colores en discoteca con rumba y música colombiana.","[{'day': 'viernes', 'hours': '0:00–6:00'}, {'day': 'sábado', 'hours': '0:00–6:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND
SINGULAR Copas y Billares,Pub,Barcelona,"Carrer de Sant Antoni Maria Claret, 514, Sant Andreu, 08027 Barcelona",singularpub.com,NO_EMAIL,935181113,4.4,577,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '16:00–2:30'}, {'day': 'domingo', 'hours': '16:00–1:00'}, {'day': 'lunes', 'hours': '18:00–1:00'}, {'day': 'martes', 'hours': '18:00–1:00'}, {'day': 'miércoles', 'hours': '18:00–1:00'}, {'day': 'jueves', 'hours': '18:00–1:00'}]",Amigable con la comunidad LGTBI+
Bar Odisea 5.0,Bar musical,NO_CITY,"Carrer de Barcelona, 49, 08901 L'Hospitalet de Llobregat, Barcelona",wa.link,NO_EMAIL,689024401,4.2,577,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '21:00–2:00'}, {'day': 'jueves', 'hours': '21:00–2:00'}, {'day': 'viernes', 'hours': '21:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': '19:00–2:00'}]",Menú
Believe Club Barcelona,Discoteca,Barcelona,"Carrer de Balmes, 56, L'Eixample, 08011 Barcelona",thebelieve.club,hola@believegroup.cat,679115105,3.5,576,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'martes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0023:00–24:00'}]",Menú
Four Elements Shisha Lounge Barcelona,Bar con narguiles,Barcelona,"Carrer de Laforja, 61, Sarrià-Sant Gervasi, 08021 Barcelona",4elementslounge.com,info@4foureelementslaunge.com,930251461,4.8,572,NOT_FOUND,"[{'day': 'viernes', 'hours': '13:00–1:00'}, {'day': 'sábado', 'hours': '13:00–1:00'}, {'day': 'domingo', 'hours': '13:00–1:00'}, {'day': 'lunes', 'hours': '13:00–1:00'}, {'day': 'martes', 'hours': '13:00–1:00'}, {'day': 'miércoles', 'hours': '13:00–1:00'}, {'day': 'jueves', 'hours': '13:00–1:00'}]",NOT_FOUND
Cocktelería Mary Pickford,Coctelería,L'Hospitalet de Llobregat,"Carrer d'Enric Prat de la Riba, 246, 08901 L'Hospitalet de Llobregat, Barcelona",facebook.com,NO_EMAIL,933379165,4.6,563,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '19:00–2:00'}, {'day': 'jueves', 'hours': '19:00–2:00'}, {'day': 'viernes', 'hours': '19:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': '19:00–2:00'}]",NOT_FOUND
CASA FIGARI // Bar de Jazz,Club de jazz,Barcelona,"Carrer del Torrent de l'Olla, 141, Gràcia, 08012 Barcelona",casafigari.com,NO_EMAIL,930049975,4.5,531,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–2:30'}, {'day': 'sábado', 'hours': '20:00–2:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–2:00'}, {'day': 'miércoles', 'hours': '20:00–2:00'}, {'day': 'jueves', 'hours': '20:00–2:00'}]",Amigable con la comunidad LGTBI+
Bar Escocés,Bar restaurante,Barcelona,"Carrer de Mandri, 23, Sarrià-Sant Gervasi, 08022 Barcelona",barescoces1955.com,NO_EMAIL,934171110,3.9,515,NOT_FOUND,"[{'day': 'viernes', 'hours': '8:00–2:00'}, {'day': 'sábado', 'hours': '9:00–2:00'}, {'day': 'domingo', 'hours': '9:00–24:00'}, {'day': 'lunes', 'hours': '8:00–24:00'}, {'day': 'martes', 'hours': '8:00–24:00'}, {'day': 'miércoles', 'hours': '8:00–24:00'}, {'day': 'jueves', 'hours': '8:00–2:00'}]",Menú
Ruta 66,Bar,Barcelona,NOT_FOUND,"C. de Sócrates, 68, San Andrés de Palomar, 08030 Barcelona",NO_EMAIL,NO_PHONE,4.1,501,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': '20:00–2:30'}, {'day': 'lunes', 'hours': '20:00–2:30'}, {'day': 'martes', 'hours': '20:00–2:30'}, {'day': 'miércoles', 'hours': '20:00–2:30'}, {'day': 'jueves', 'hours': '20:00–2:30'}]",NOT_FOUND
Juanchito,Discoteca,NO_CITY,"Carrer d'Enric Prat de la Riba, 61, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,3.9,495,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '23:00–24:00'}, {'day': 'sábado', 'hours': '0:00–17:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–17:00'}]",NOT_FOUND
Bar Viu,Bar,Barcelona,"Carrer de la Perla, 26, Gràcia, 08012 Barcelona",m.facebook.com,NO_EMAIL,937609458,4.5,492,"Local pequeño y animado lleno de cuadros, donde tomar tapas clásicas, cerveza y vino con música en directo.","[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '18:00–2:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '18:00–1:00'}, {'day': 'miércoles', 'hours': '18:00–1:00'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",NOT_FOUND
De Copas,Bar,NO_CITY,"Carrer de Bruniquer, 65, Gràcia, 08024 Barcelona",NO_WEBSITE,,NO_PHONE,3.8,469,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:00'}, {'day': 'lunes', 'hours': '18:00–2:00'}, {'day': 'martes', 'hours': '18:00–2:00'}, {'day': 'miércoles', 'hours': '18:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:00'}]",NOT_FOUND
Bar Raïm,Bar,NO_CITY,"Carrer de Siracusa, 4, Gràcia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.3,465,NOT_FOUND,"[{'day': 'viernes', 'hours': '22:00–2:00'}, {'day': 'sábado', 'hours': '22:00–2:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '22:00–1:30'}]",NOT_FOUND
Moeem Barcelona,Bar gay,Barcelona,"C/ de Muntaner, 11, L'Eixample, 08011 Barcelona",moeembarcelona.com,NO_EMAIL,931275399,4.4,453,"Bar gay animado, con DJs que pinchan pop y reguetón, sofás acogedores y una larga lista de bebidas con ginebra.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–3:00'}, {'day': 'lunes', 'hours': '18:00–2:30'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Amigable con la comunidad LGTBI+
The Secret Garden Restaurant & Lounge Club,Restaurante,Barcelona,"Carrer de Salvador Espriu, 79, Sant Martí, 08005 Barcelona",thesecretgardenbcn.es,NO_EMAIL,641464872,4.7,450,NOT_FOUND,"[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': '20:00–3:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '20:00–3:00'}, {'day': 'jueves', 'hours': '20:00–3:00'}]",Menú
On The Vas,Bar musical,NO_CITY,"Carrer Tarragona, 19, 08901 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,4.3,439,NOT_FOUND,"[{'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}, {'day': 'viernes', 'hours': '23:15–3:00'}, {'day': 'sábado', 'hours': '23:15–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}]",NOT_FOUND
Eleven Shisha Lounge Barcelona & Cocktails,Bar con narguiles,Barcelona,"Carrer de Còrsega, 257, L'Eixample, 08036 Barcelona",instagram.com,NO_EMAIL,646596048,4.9,428,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–1:00'}, {'day': 'lunes', 'hours': '18:00–2:00'}, {'day': 'martes', 'hours': '18:00–2:00'}, {'day': 'miércoles', 'hours': '18:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:00'}]",Menú
Canapé Premium Music Bar,Bar musical,NO_CITY,"Carrer de la Muntanya, 34, Sant Martí, 08026 Barcelona",NO_WEBSITE,,NO_PHONE,3.9,427,NOT_FOUND,"[{'day': 'viernes', 'hours': '21:00–3:30'}, {'day': 'sábado', 'hours': '21:00–3:30'}, {'day': 'domingo', 'hours': '17:00–3:00'}, {'day': 'lunes', 'hours': '21:00–3:00'}, {'day': 'martes', 'hours': '21:00–3:00'}, {'day': 'miércoles', 'hours': '21:00–3:00'}, {'day': 'jueves', 'hours': '21:00–3:00'}]",NOT_FOUND
Bar Cañas,Bar,NO_CITY,"Carrer d'Otger, 1, Sant Andreu, 08030 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,412,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:45–22:00'}, {'day': 'sábado', 'hours': '7:45–22:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '7:45–22:00'}, {'day': 'martes', 'hours': '7:45–22:00'}, {'day': 'miércoles', 'hours': '7:45–22:00'}, {'day': 'jueves', 'hours': '7:45–22:00'}]",NOT_FOUND
Azimuth Rooftop Bar,Lounge,Barcelona,"Terraza 8ª Planta, Gran Via de les Corts Catalanes, 619, 621, 08007 Barcelona",almanachotels.com,info.vienna@almanachotels.com,930187000,4.2,411,NOT_FOUND,"[{'day': 'viernes', 'hours': '12:30–0:30'}, {'day': 'sábado', 'hours': '12:30–0:30'}, {'day': 'domingo', 'hours': '12:30–0:30'}, {'day': 'lunes', 'hours': '12:30–0:30'}, {'day': 'martes', 'hours': '12:30–0:30'}, {'day': 'miércoles', 'hours': '12:30–0:30'}, {'day': 'jueves', 'hours': '12:30–0:30'}]",Amigable con la comunidad LGTBI+
Night Barcelona,Bar gay,Barcelona,"Carrer de la Diputació, 161, L'Eixample, 08015 Barcelona",nightbarcelona.net,NO_EMAIL,935031701,4.0,397,"Bar gay muy animado, con hora feliz los jueves por la noche, famoso por los cócteles y el cruising.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:30'}, {'day': 'lunes', 'hours': '18:00–2:30'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Menú
Bar Falstaff,Bar musical,Barcelona,"Carrer de Venus, 3, Gràcia, 08012 Barcelona",barfalstaff.com,info@barfalstaff.com,695866246,4.2,396,"Bar musical de estilo informal con actuaciones en directo, bailes los fines de semana, cervezas artesanales y elaborados cócteles.","[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': '20:30–2:30'}, {'day': 'jueves', 'hours': '20:30–2:30'}]",Amigable con la comunidad LGTBI+
NIGHT & DAY,Pub,NO_CITY,"Carrer dels Almogàvers, 62, Sant Martí, 08018 Barcelona",linktr.ee,NO_EMAIL,622380323,4.2,395,"Discoteca con zona de sofás tipo chill out más cachimbas y música de bachata, reggaeton, salsa o house.","[{'day': 'viernes', 'hours': '20:00–4:00'}, {'day': 'sábado', 'hours': '20:00–4:00'}, {'day': 'domingo', 'hours': '20:00–3:00'}, {'day': 'lunes', 'hours': '20:00–3:00'}, {'day': 'martes', 'hours': '20:00–3:00'}, {'day': 'miércoles', 'hours': '20:00–3:00'}, {'day': 'jueves', 'hours': '20:00–3:00'}]",Menú
Karaoke Rooms Barcelona,Karaoke,NO_CITY,Reservar una mesa,"Av. del Carrilet, 237, 08907 L'Hospitalet de Llobregat, Barcelona",NO_EMAIL,675923826,4.6,385,NOT_FOUND,"[{'day': 'lunes', 'hours': '9:00–17:00'}, {'day': 'martes', 'hours': '10:00–24:00'}, {'day': 'miércoles', 'hours': '10:00–24:00'}, {'day': 'jueves', 'hours': '10:00–24:00'}, {'day': 'viernes', 'hours': '10:00–2:00'}, {'day': 'sábado', 'hours': '10:00–2:00'}, {'day': 'domingo', 'hours': '10:00–24:00'}]",Menú
El Cinco Club Barcelona,Discoteca,NO_CITY,"Plaça de Joan Llongueras, 5, Sarrià-Sant Gervasi, 08021 Barcelona",elcinco.barcelona,NO_EMAIL,938580813,3.8,360,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:55–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:55–24:00'}]",Reservar una mesa
Swinger Club Oops Barcelona,Club nocturno,Barcelona,"Carrer d'Anglí, 69, Distrito de Sarrià-Sant Gervasi, 08017 Barcelona",oops.barcelona,NO_EMAIL,665138734,4.0,347,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–7:0023:00–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'martes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0023:00–24:00'}]",Amigable con la comunidad LGTBI+
Almayer Cocktail Bar,Bar,NO_CITY,"Carrer de Francisco Giner, 36, Local 1, Gracia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.7,341,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–1:00'}, {'day': 'lunes', 'hours': '18:00–1:00'}, {'day': 'martes', 'hours': '18:00–1:00'}, {'day': 'miércoles', 'hours': '18:00–1:00'}, {'day': 'jueves', 'hours': '18:00–1:00'}]",NOT_FOUND
Bar Estación,Bar,NO_CITY,"Plaça de l'Estació, 6, Sant Andreu, 08030 Barcelona",NO_WEBSITE,,NO_PHONE,4.0,326,NOT_FOUND,"[{'day': 'viernes', 'hours': '6:00–16:30'}, {'day': 'sábado', 'hours': '7:00–14:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '6:00–16:30'}, {'day': 'martes', 'hours': '6:00–16:30'}, {'day': 'miércoles', 'hours': '6:00–16:30'}, {'day': 'jueves', 'hours': '6:00–16:30'}]",NOT_FOUND
Bar Colombia,Bar,NO_CITY,"Rambla de Fabra i Puig, 1, Sant Andreu, 08030 Barcelona",NO_WEBSITE,,NO_PHONE,4.2,322,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:00–17:00'}, {'day': 'sábado', 'hours': '7:00–15:00'}, {'day': 'domingo', 'hours': '7:00–15:00'}, {'day': 'lunes', 'hours': '7:00–17:00'}, {'day': 'martes', 'hours': '7:00–17:00'}, {'day': 'miércoles', 'hours': '7:00–17:00'}, {'day': 'jueves', 'hours': '7:00–17:00'}]",NOT_FOUND
