name,category,city,address,website,email,phone,reviews_rating,num_reviews,description,schedule,auxiliar(borrar),img1,img2
Bar Virreina,Bar,NO_CITY,"Plaça de la Virreina, 1, Gràcia, 08024 Barcelona",NO_WEBSITE,,NO_PHONE,3.6,1161,Cervezas internacionales y vermú en cafetería con mesas redondas y terraza que sirve bocadillos y sándwiches.,"[{'day': 'viernes', 'hours': '9:30–13:00'}, {'day': 'sábado', 'hours': '9:30–13:00'}, {'day': 'domingo', 'hours': '9:30–13:00'}, {'day': 'lunes', 'hours': '9:00–24:00'}, {'day': 'martes', 'hours': '9:00–24:00'}, {'day': 'miércoles', 'hours': '9:00–24:00'}, {'day': 'jueves', 'hours': '9:00–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPGAlOOoZnJfSsub6cmWDhXWIUnG-B-cuca2xPC=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipNUiIWYigFiZFt2KVs4f4TlA2rvTOIKV9qRJNnP=w408-h306-k-no
Sala Upload Barcelona,Sala de conciertos,Barcelona,Planta G · Poble Espanyol de Barcelona,"Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona",NO_EMAIL,NO_PHONE,4.3,1160,Actuaciones de músicos independientes modernos y sesiones de DJs en una sala dentro del histórico museo Poble Espanyol.,NOT_FOUND,NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPolrdusUtQLEUfDSXJAlxldH-2BANZP5V54t0G=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipO79oQFrsLXN8-GtzxDevIRIN5k4vZ1No5n5DZS=w408-h306-k-no
ELEPHANTA GINBAR COCTELERIA,Coctelería,Barcelona,"Carrer del Torrent d'En Vidalet, 37, Gràcia, 08012 Barcelona",elephanta.cat,elephanta@elephanta.cat,932376906,4.6,1159,"Bar vistoso con toques de estilo retro y piedra vista, donde se ofrecen cócteles artesanales con ginebra.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '17:00–23:30'}, {'day': 'lunes', 'hours': '18:00–1:30'}, {'day': 'martes', 'hours': '18:00–1:30'}, {'day': 'miércoles', 'hours': '18:00–1:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipNI6XeK2LpErUlmml5Dm-voyknlNXeIE9fOUra5=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipO0Fv9t8dfAD6sMWY9DCL0cW5TfvxVN9nVdQ0LI=w408-h271-k-no
La Fira Villarroel,Discoteca,Barcelona,"Carrer de Villarroel, 216, L'Eixample, 08036 Barcelona",lafiravillarroel.com,NO_EMAIL,676828595,3.6,1124,"Discoteca vistosa y concurrida con sofás lujosos, mesas que brillan en la oscuridad y bares.","[{'day': 'viernes', 'hours': '23:55–5:30'}, {'day': 'sábado', 'hours': '18:00–23:0023:55–5:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipMGSJIZ01bK0SU8hjbtHaN2Wx3jCrnh8K6UK9n3=w173-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMNQEGVqTGIVZZMfE7NAnk6cDPvCcoUgymqtSyv=w425-h240-k-no
Magic Barcelona,Club de música rock,Barcelona,"Passeig de Picasso, 40, Ciutat Vella, 08003 Barcelona",magic-club.net,NO_EMAIL,933107267,3.9,1115,Mítica y concurrida sala de conciertos donde suena el rock y la música indie.,"[{'day': 'viernes', 'hours': '0:00–4:4523:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:00–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipMLuxEKDIvcRilnFey6D0Hnqo4LfixxfTpdrV-E=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipNSVBwsHY3cmZWKbNjUUTs6YqpdJ0PDEBNetoQE=w408-h272-k-no
Bobby Gin,Coctelería,Barcelona,"Carrer de Francisco Giner, 47, Gràcia, 08012 Barcelona",bobbygin.com,NO_EMAIL,933681892,4.3,1105,Sus gin-tonics con ginebra infusionada casera son el principal reclamo de este pub sofisticado y bohemio.,"[{'day': 'viernes', 'hours': '19:00–3:00'}, {'day': 'sábado', 'hours': '19:00–3:00'}, {'day': 'domingo', 'hours': '19:00–2:00'}, {'day': 'lunes', 'hours': '19:00–2:00'}, {'day': 'martes', 'hours': '19:00–2:00'}, {'day': 'miércoles', 'hours': '19:00–2:00'}, {'day': 'jueves', 'hours': '19:00–2:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipOnyHB4_MeWjNkG7rOF42V-DCexqKmBGjUkMMb5=w92-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPSIefA6-wWIOeVk1PWXBZrr_hnKGVKtPP50rPF=w408-h408-k-no
M7 Club Barcelona,Discoteca,Barcelona,"Carrer de Mèxic, 7, Sants-Montjuïc, 08004 Barcelona",m7club.net,m7club@europe.com,697341656,4.4,1092,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:3023:45–24:00'}, {'day': 'sábado', 'hours': '0:00–6:3023:45–24:00'}, {'day': 'domingo', 'hours': '0:00–6:3023:45–24:00'}, {'day': 'lunes', 'hours': '0:00–5:30'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:45–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipNJoT1uMmzI7hlNjtGhHgbDi1qxILMsa-FDGCXR=w80-h106-k-no,https://lh3.googleusercontent.com/p/AF1QipMDsProsAJ92_576nOzy5fve6DXKy-wehLjhb8b=w429-h240-k-no
Bloody Mary Cocktail Bar,Coctelería,NO_CITY,"Carrer de Ferrer de Blanes, 3, Gràcia, 08012 Barcelona",bloodymarybcn.es,NO_EMAIL,934613985,4.7,1088,"Combinados clásicos y creativos, brochetas y raciones en una coctelería acogedora de aire retro.","[{'day': 'viernes', 'hours': '19:00–3:00'}, {'day': 'sábado', 'hours': '16:00–3:00'}, {'day': 'domingo', 'hours': '16:00–1:00'}, {'day': 'lunes', 'hours': '19:00–1:00'}, {'day': 'martes', 'hours': '19:00–2:00'}, {'day': 'miércoles', 'hours': '19:00–2:00'}, {'day': 'jueves', 'hours': '19:00–2:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipMJep_JmBaqbIKmCvlV-8CC9_HGlsn-sd4D69yo=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPjdK7uVD3JW7muI5AWQKTbMfdBnQEBjY-r9vDZ=w408-h272-k-no
Arena Experience,Discoteca,Barcelona,"Rda. de Sant Pere, 21, Eixample, 08010 Barcelona",grupoarena.com,NO_EMAIL,934875140,3.8,1066,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:0023:59–24:00'}, {'day': 'martes', 'hours': '0:00–5:0023:59–24:00'}, {'day': 'miércoles', 'hours': '0:00–5:0023:59–24:00'}, {'day': 'jueves', 'hours': '0:00–5:0023:59–24:00'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipPJ8-5p2W5McplJHASyGkNBZ_hi73i3g5eMK-4=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPB2gY9oL-id58RqFOIM68bW2lAIl4Ds96yqRws=w533-h240-k-no
Sotavent Bar,Pub,NO_CITY,"Carrer Major de Sarrià, 61, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,,NO_PHONE,4.4,1043,"Pub informal con futbolín, billar, dardos, noches de trívial y partidos televisados.","[{'day': 'viernes', 'hours': '20:00–3:00'}, {'day': 'sábado', 'hours': '20:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '20:00–2:00'}, {'day': 'miércoles', 'hours': '20:00–2:00'}, {'day': 'jueves', 'hours': '20:00–2:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipP0ECKa1iIv-Bea03NNZirlxoo5kK5NKJqVAyG4=w80-h106-k-no,https://lh5.googleusercontent.com/p/AF1QipMhE6ADSzEP5bbOeuvGOD0hIo7SQvnP6hQJjEaB=w408-h407-k-no
Skyfall Cocktail Club,Club nocturno,L'Hospitalet de Llobregat,"Avinguda de la Granvia de l’Hospitalet, 144, 08907 L'Hospitalet de Llobregat, Barcelona",skyfallbcn.com,info@skyfallbcn.com,613012610,3.9,1029,NOT_FOUND,"[{'day': 'viernes', 'hours': '19:00–3:30'}, {'day': 'sábado', 'hours': '19:00–3:30'}, {'day': 'domingo', 'hours': '17:00–1:00'}, {'day': 'lunes', 'hours': '19:00–2:00'}, {'day': 'martes', 'hours': '19:00–2:00'}, {'day': 'miércoles', 'hours': '19:00–2:00'}, {'day': 'jueves', 'hours': '19:00–2:00'}]",Planta 0 · Restaurant Terrum,https://lh5.googleusercontent.com/p/AF1QipOYEU9cYzQT5lvYfvm0dIn5pTQ3ee0JYsqah2uM=w128-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPDlLhjoEN2P2yqJB_0ktV1Wo0E0dJehgZZ_FDf=w408-h271-k-no
SUMMUM Nightbar,Pub,Barcelona,"Carrer d'Aribau, 66, L'Eixample, 08011 Barcelona",instagram.com,NO_EMAIL,931067089,4.2,999,"Pub concurrido de aire retro, con patio, que ofrece cócteles clásicos y creativos, cervezas artesanales y vinos, y televisa fútbol.","[{'day': 'viernes', 'hours': '16:00–3:30'}, {'day': 'sábado', 'hours': '16:00–3:30'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '16:00–2:30'}, {'day': 'martes', 'hours': '16:00–2:30'}, {'day': 'miércoles', 'hours': '16:00–2:30'}, {'day': 'jueves', 'hours': '16:00–2:30'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipNMjr4TxaABFbxa_DK_qYzFwuBdxUvHBp9x2UbJ=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPlgyIgWXLTGeiHeUwpdr7ieepsKdY_kb5n3NVW=w408-h279-k-no
La Biblio Barcelona,Discoteca,Barcelona,"Carrer de Moià, 1, Sarrià-Sant Gervasi, 08006 Barcelona",labibliobcn.com,labibliobcn@gmail.com,672410127,3.6,992,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:0023:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:59–24:00'}]",Se identifica como de propietarias mujeres,https://lh5.googleusercontent.com/p/AF1QipOqd5OBLp4DeOJXAaK1KBjxGyYkSK3U6dS5CMqB=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMx_SSofYShkH4a8qo2M3Lcm7T33obh22d1L-pb=w408-h544-k-no
Sol de NIT,Bar,Barcelona,"Plaça del Sol, 9, Gràcia, 08012 Barcelona",sol-de-nit.eltenedor.rest,NO_EMAIL,932373937,3.6,976,"Tapas, ensaladas, raciones y cócteles en un estrecho bar con decoración ecléctica, que trabaja con ingredientes de temporada.","[{'day': 'viernes', 'hours': '11:00–3:00'}, {'day': 'sábado', 'hours': '11:00–3:00'}, {'day': 'domingo', 'hours': '11:00–2:30'}, {'day': 'lunes', 'hours': '11:00–2:30'}, {'day': 'martes', 'hours': '11:00–2:30'}, {'day': 'miércoles', 'hours': '11:00–2:30'}, {'day': 'jueves', 'hours': '11:00–2:30'}]",Reclamar esta empresa,https://lh5.googleusercontent.com/p/AF1QipN7tss2UvxziZ1XCSAiVIPeqG1RE-2sLccsC4Y_=w80-h106-k-no,https://lh5.googleusercontent.com/p/AF1QipPe76G3KDvEm4mcVRS1osni7-o2lNqahszKiN8b=w493-h240-k-no
Bar Pietro,Bar de tapas,Barcelona,"Travessera de Gràcia, 197, Gràcia, 08012 Barcelona",instagram.com,NO_EMAIL,935251143,4.5,965,"Desayuno, tapas clásicas y licores como vermú en un pequeño bar animado.","[{'day': 'viernes', 'hours': '8:00–23:00'}, {'day': 'sábado', 'hours': '9:00–23:00'}, {'day': 'domingo', 'hours': '11:00–17:00'}, {'day': 'lunes', 'hours': '8:00–15:00'}, {'day': 'martes', 'hours': '8:00–23:00'}, {'day': 'miércoles', 'hours': '8:00–23:00'}, {'day': 'jueves', 'hours': '8:00–23:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPZAZAQFn5fbkYq9ohVKH-PkS0kKMV6lguVAD_j=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOAHIRMkNlJvvMZf3c5i0FetPg7HV80gbkdKZ8S=w408-h306-k-no
Solange Cocktails & Luxury Spirits,Coctelería,NO_CITY,"Carrer d'Aribau, 143, L'Eixample, 08036 Barcelona",solangecocktail.com,NO_EMAIL,931643625,4.5,893,Cócteles sofisticados e innovadores en un bar refinado con temática inspirada en James Bond.,"[{'day': 'viernes', 'hours': '18:00–2:30'}, {'day': 'sábado', 'hours': '18:00–2:30'}, {'day': 'domingo', 'hours': '18:00–1:30'}, {'day': 'lunes', 'hours': '18:00–1:30'}, {'day': 'martes', 'hours': '18:00–1:30'}, {'day': 'miércoles', 'hours': '18:00–1:30'}, {'day': 'jueves', 'hours': '18:00–1:30'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipM6_sjNtivfO84ZV8n_Dr2JU3t2mcdE5EAmt4Ou=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipN_fOI3spjaDEr7Q9_h3mfA9enSHWGpknh26kRM=w426-h240-k-no
Bar Ri,Restaurante,NO_CITY,"Plaça de Joaquim Pena, 4, Sarrià-Sant Gervasi, 08017 Barcelona",barribarcelona.com,sarria@barribarcelona.com,932057856,3.9,884,"Hamburguesas, tapas y especiales del día en comedor chic y minimalista con pared de ladrillo.",NOT_FOUND,Hacer un pedido,https://lh5.googleusercontent.com/p/AF1QipO-bQ6xpCGZKF-ssFqgGWwEu78q0uswn20X5xES=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipNTAaIa3ggB0-sx7FSoIMwkvb91MlPDe5t3lP3_=w408-h271-k-no
Bar El OtrO,Bar,Barcelona,"Travessera de Gràcia, 167, Gràcia, 08012 Barcelona",barelotro.com,info@barelotro.com,931478833,4.1,879,"Cócteles, incluidas opciones congeladas, cervezas y tapas servidos en un bar bohemio pintado de colores vivos.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:30'}, {'day': 'lunes', 'hours': '18:00–2:30'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipNdtQKD_qSIn1HIBp6ZYxoyUztfSbJrCxM2DKPA=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipN_w91uV9yvl3EvsQMUhNPyMaK_gm-Zzhfb3G59=w408-h505-k-no
Almodobar Barcelona,Discoteca,Barcelona,"Carrer d'en Grassot, 36, Gràcia, 08025 Barcelona",grupalmodobar.com,NO_EMAIL,932073855,2.2,867,Bar de copas y cócteles con música actual y karaoke de sofás naranjas y escenario en discoteca de dos plantas.,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:00–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPwupffv7ygmQhySl7MmnDbu0XU7IDGntzP9gbu=w80-h118-k-no,https://lh5.googleusercontent.com/p/AF1QipNlYhGg4dcfh9LhWsG53MLGhE5U53uVQ6bDRDCj=w408-h306-k-no
Musical Maria,Bar,NO_CITY,"Carrer de Maria, 5, Gràcia, 08012 Barcelona",NO_WEBSITE,,NO_PHONE,4.5,845,"Carteles y fotografías de músicos en bar de copas rockero con empanadas y pizza, trivial musical y billar.","[{'day': 'viernes', 'hours': '21:00–3:00'}, {'day': 'sábado', 'hours': '21:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '21:00–2:30'}, {'day': 'martes', 'hours': '21:00–2:30'}, {'day': 'miércoles', 'hours': '21:00–2:30'}, {'day': 'jueves', 'hours': '21:00–2:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipOwgr656KE_uyM6mlWWVDrk1RYKaper2Q2vDyOK=w143-h92-k-no,https://lh3.googleusercontent.com/p/AF1QipNPwEmmgo2fsKbTDjIyUhme95STv8NkMqy-LcIH=w408-h240-k-no-pi0-ya300-ro0-fo100
Input - High Fidelity Dance Club,Club nocturno,NO_CITY,"Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona",inputbcn.com,NO_EMAIL,NO_PHONE,4.1,822,"Sesiones de DJs internacionales en una discoteca con proyectores, láseres y un sistema de sonido potente.","[{'day': 'viernes', 'hours': '23:59–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipNCjBWy99B9gt3JUTMMIaVuaCg58oRcV01cJkP8=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPOrryIorisW5otYBI-IKkbXnsbgQrrxifCXwQq=w408-h272-k-no
Illusion Barcelona,Discoteca,Barcelona,"Carrer de Provença, 43, L'Eixample, 08029 Barcelona",illusionbarcelona.com,Mandarinalalatina@gmail.com.,682277321,3.7,819,NOT_FOUND,"[{'day': 'viernes', 'hours': '23:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:30–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipPZBNdVx3rzU2wJ-X6ASeXtzpgkoJaANOxQbTw=w138-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOTuEIgiWuDjiK9IASXEPzCHmH65wQAI7cLdjw=w408-h510-k-no
Madame George Lounge Bar,Coctelería,Barcelona,"Carrer de Pujades, 179, Sant Martí, 08005 Barcelona",madamegeorgebar.com,NO_EMAIL,935005151,4.4,802,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–2:00'}, {'day': 'lunes', 'hours': '18:00–2:00'}, {'day': 'martes', 'hours': '18:00–2:00'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipOtu6xP70sMAywpFuQ1F8n4hf671L5eQBrR64gB=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMVgh-O0-Kcn3klNdQL-Kp3lD72XbFF-Qd0gNLW=w408-h373-k-no
Duvet Barcelona,Discoteca,Barcelona,"Carrer de Còrsega, 327, Gràcia, 08037 Barcelona",duvetbarcelona.com,NO_EMAIL,932374322,3.4,771,"Iluminación tenue, zonas VIP y cócteles en una discoteca sofisticada con sesiones de DJ y noches de salsa.","[{'day': 'viernes', 'hours': '23:55–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:55–24:00'}, {'day': 'domingo', 'hours': '0:00–6:00'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPYfJ5lmLDNxaFYnJBAPApavwpaeI15eDJ7jskQ=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMffu03MAzsSIQkx6cqa9JGRARuP_c6HqDDoH8I=w408-h272-k-no
Punto BCN,Bar gay,Barcelona,"C/ de Muntaner, 65, L'Eixample, 08007 Barcelona",facebook.com,NO_EMAIL,934519152,3.9,771,"Bar gay animado y espacioso, con música, eventos, cervezas, cócteles, hora feliz y mesas de billar.","[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': 'Cerrado'}, {'day': 'martes', 'hours': '18:00–2:30'}, {'day': 'miércoles', 'hours': '18:00–2:30'}, {'day': 'jueves', 'hours': '18:00–2:30'}]",Amigable con la comunidad LGTBI+,https://lh5.googleusercontent.com/p/AF1QipN5j4WhYwkcpudSPvKykPMzs8oo_ZOheNfOAlc=w80-h106-k-no,https://lh5.googleusercontent.com/p/AF1QipOtzKsSFPXYKTYEH78yN1xMSaVoTN2rOFtYPswF=w408-h272-k-no
JazzMan,Club de jazz,Barcelona,"Carrer de Roger de Flor, 238, L'Eixample, 08025 Barcelona",jazzmanbcn.com,NO_EMAIL,667618593,4.6,735,Licores y combinados en pequeño y acogedor club de jazz de 1979 con dos ambientes y altillo para los músicos.,"[{'day': 'viernes', 'hours': '21:00–3:00'}, {'day': 'sábado', 'hours': '21:00–3:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '21:00–2:30'}, {'day': 'martes', 'hours': '21:00–2:30'}, {'day': 'miércoles', 'hours': '21:00–2:30'}, {'day': 'jueves', 'hours': '21:00–2:30'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipPWK6LnVXWK-SrlYhwM-6J4VbZquxjuEtSqMPSz=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipN78lxmsKwdXgjDihOqnPCFC4kiL84EegvmHO4U=w427-h240-k-no
La Fira Casanova,Discoteca,Barcelona,"Carrer de Casanova, 171, Eixample, 08036 Barcelona",lafiragroup.com,oficinas@invermik.es,699544530,3.8,719,NOT_FOUND,"[{'day': 'viernes', 'hours': '0:00–5:00'}, {'day': 'sábado', 'hours': '0:00–5:3018:00–23:00'}, {'day': 'domingo', 'hours': '0:00–5:30'}, {'day': 'lunes', 'hours': '0:00–17:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': 'Cerrado'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipNlO71ntXsb1EJhv3SiF0XbmsFv0bX81nDqE8z9=w80-h106-k-no,https://lh5.googleusercontent.com/p/AF1QipPl5d-3cWYT15Jt5kqTHeCvccaB7gZNG0JW4EGf=w408-h544-k-no
Monterrey,Bar,NO_CITY,"Carrer Major de Sarrià, 68, Sarrià-Sant Gervasi, 08017 Barcelona",NO_WEBSITE,,NO_PHONE,4.2,715,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:30–1:00'}, {'day': 'sábado', 'hours': '7:30–2:00'}, {'day': 'domingo', 'hours': 'Cerrado'}, {'day': 'lunes', 'hours': '7:30–1:00'}, {'day': 'martes', 'hours': '7:30–1:00'}, {'day': 'miércoles', 'hours': '7:30–1:00'}, {'day': 'jueves', 'hours': '7:30–1:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipO2W8tvapOwsmDFnvt8bT7isyBb8Dw6gJbvMNE=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMWh82uB94JnmJmwPahfu9Rjj4rUa-wUVO9G1H2=w408-h305-k-no
Bar Serra,Bar,NO_CITY,"Carrer Santa Eulàlia, 100, 08902 L'Hospitalet de Llobregat, Barcelona",NO_WEBSITE,,NO_PHONE,3.9,708,NOT_FOUND,"[{'day': 'viernes', 'hours': '7:00–0:30'}, {'day': 'sábado', 'hours': '9:00–22:00'}, {'day': 'domingo', 'hours': '9:00–17:00'}, {'day': 'lunes', 'hours': '7:00–0:30'}, {'day': 'martes', 'hours': '7:00–0:30'}, {'day': 'miércoles', 'hours': '7:00–0:30'}, {'day': 'jueves', 'hours': '7:00–0:30'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipNDAawLncnj3z25sJHIg37W2I4voIFsN-xxcM7i=w163-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipPH5BSrseTnM7hDjdc3Lg_stDCrcHhgXQzdwllB=w426-h240-k-no
Eleven Shisha Lounge Barcelona & Cocktails,Bar con narguiles,Barcelona,"Carrer de Còrsega, 257, L'Eixample, 08036 Barcelona",instagram.com,NO_EMAIL,646596048,5.0,695,NOT_FOUND,"[{'day': 'viernes', 'hours': '18:00–3:00'}, {'day': 'sábado', 'hours': '18:00–3:00'}, {'day': 'domingo', 'hours': '18:00–1:00'}, {'day': 'lunes', 'hours': '18:00–2:00'}, {'day': 'martes', 'hours': '18:00–2:00'}, {'day': 'miércoles', 'hours': '18:00–2:00'}, {'day': 'jueves', 'hours': '18:00–2:00'}]",Carta,https://lh5.googleusercontent.com/p/AF1QipPogVHbp3pTei05SYPbcKpeeVVw1WM0RzKe_OIC=w137-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipOhCIqLuB1Swnrgw9CrfWMtT-eVeBdFAulfl90I=w426-h240-k-no
Almo2bar,Discoteca,Barcelona,"59-61, Carrer de Bruniquer, 08024 Barcelona",grupalmodobar.com,NO_EMAIL,932199345,2.5,684,Futbolín y taburetes altos en discoteca con música actual y día dedicado al baile de swing con música en vivo.,"[{'day': 'viernes', 'hours': '0:00–5:0023:00–24:00'}, {'day': 'sábado', 'hours': '0:00–6:0023:00–24:00'}, {'day': 'domingo', 'hours': '0:00–6:0023:59–24:00'}, {'day': 'lunes', 'hours': '0:00–5:00'}, {'day': 'martes', 'hours': 'Cerrado'}, {'day': 'miércoles', 'hours': 'Cerrado'}, {'day': 'jueves', 'hours': '23:00–24:00'}]",NOT_FOUND,https://lh5.googleusercontent.com/p/AF1QipPtnW0JMnwZmBQD3WeS_4g9IfYe50sJezDgh-uH=w122-h92-k-no,https://lh5.googleusercontent.com/p/AF1QipMHTiwiSWKcf8y6uqUzDQb-eAvjZWaeaYff6JHl=w408-h306-k-no
